"rate","yield"
0,1987.33195460896
5.16279069767442,1987.33195460896
10.3255813953488,2027.98437607141
15.4883720930233,2481.8776797813
20.6511627906977,2602.97073369255
25.8139534883721,2584.357679136
30.9767441860465,2353.27603130929
36.1395348837209,2349.727029757
41.3023255813954,2484.85755694033
46.4651162790698,2635.7731412635
51.6279069767442,2626.29121912885
56.7906976744186,2687.11088413804
61.953488372093,2710.95378805722
67.1162790697674,2708.03375297684
72.2790697674419,2472.84053697648
77.4418604651163,2473.71784387294
82.6046511627907,2742.81125556682
87.7674418604651,2418.83624323616
92.9302325581395,2538.52316066276
98.093023255814,2541.97174329581
103.255813953488,2359.93971682233
108.418604651163,2359.7607953588
113.581395348837,2359.7607953588
118.744186046512,2332.20027863562
123.906976744186,2333.9588088554
129.06976744186,2340.91533909723
134.232558139535,2340.02697927089
139.395348837209,2340.02697927089
144.558139534884,2340.02697927089
149.720930232558,2340.02697927089
154.883720930233,2340.02697927089
160.046511627907,2337.14966991754
165.209302325581,2337.14966991754
170.372093023256,2337.14966991754
175.53488372093,2337.14966991754
180.697674418605,2337.14966991754
185.860465116279,2337.14966991754
191.023255813954,2337.14966991754
196.186046511628,2337.14966991754
201.348837209302,2335.74300335754
206.511627906977,2335.74300335754
211.674418604651,2335.74300335754
216.837209302326,2335.74300335754
222,2335.74300335754
