"rate","yield"
0,1992.85616088097
5.16279069767442,1992.85616088097
10.3255813953488,2011.95946938493
15.4883720930233,2564.99731378512
20.6511627906977,2615.95763365383
25.8139534883721,2607.72595679164
30.9767441860465,2490.9279161476
36.1395348837209,2486.54869557058
41.3023255813954,2597.26970974805
46.4651162790698,2642.64430702313
51.6279069767442,2643.86988004261
56.7906976744186,2698.44259626154
61.953488372093,2696.07386051856
67.1162790697674,2697.59160138235
72.2790697674419,2536.13203659269
77.4418604651163,2531.25655956117
82.6046511627907,2747.17630092404
87.7674418604651,2514.05294959154
92.9302325581395,2577.49609442505
98.093023255814,2578.72840211736
103.255813953488,2479.74005838597
108.418604651163,2472.98473569927
113.581395348837,2472.98473569927
118.744186046512,2454.26442545401
123.906976744186,2454.26442545401
129.06976744186,2459.11575878735
134.232558139535,2466.27543169381
139.395348837209,2466.27543169381
144.558139534884,2466.27543169381
149.720930232558,2466.27543169381
154.883720930233,2466.27543169381
160.046511627907,2464.31952114253
165.209302325581,2464.31952114253
170.372093023256,2464.31952114253
175.53488372093,2464.31952114253
180.697674418605,2464.31952114253
185.860465116279,2464.31952114253
191.023255813954,2464.31952114253
196.186046511628,2464.31952114253
201.348837209302,2464.31952114253
206.511627906977,2464.31952114253
211.674418604651,2464.31952114253
216.837209302326,2464.31952114253
222,2464.31952114253
