"rate","yield"
0,2010.35979170179
5.16279069767442,2010.35979170179
10.3255813953488,2040.74357433312
15.4883720930233,2571.73330720306
20.6511627906977,2631.0973174777
25.8139534883721,2622.23265242906
30.9767441860465,2523.36153876071
36.1395348837209,2522.62088474335
41.3023255813954,2647.40698314942
46.4651162790698,2673.32408633226
51.6279069767442,2668.54726158894
56.7906976744186,2714.79206108231
61.953488372093,2707.51996065052
67.1162790697674,2708.33770151431
72.2790697674419,2561.73552486817
77.4418604651163,2563.90389092611
82.6046511627907,2762.22236699991
87.7674418604651,2545.61231572445
92.9302325581395,2595.92932671444
98.093023255814,2596.12432671444
103.255813953488,2505.30365773196
108.418604651163,2498.37927874879
113.581395348837,2498.37927874879
118.744186046512,2482.21522131918
123.906976744186,2482.21522131918
129.06976744186,2494.54184528744
134.232558139535,2500.16595306742
139.395348837209,2500.16595306742
144.558139534884,2500.16595306742
149.720930232558,2500.16595306742
154.883720930233,2500.16595306742
160.046511627907,2497.41085307169
165.209302325581,2497.41085307169
170.372093023256,2497.41085307169
175.53488372093,2497.41085307169
180.697674418605,2497.41085307169
185.860465116279,2497.41085307169
191.023255813954,2497.41085307169
196.186046511628,2497.41085307169
201.348837209302,2497.41085307169
206.511627906977,2497.41085307169
211.674418604651,2497.41085307169
216.837209302326,2497.41085307169
222,2497.41085307169
