"rate","yield"
0,2017.5823311819
5.16279069767442,2017.5823311819
10.3255813953488,2059.20276028567
15.4883720930233,2542.1293267293
20.6511627906977,2627.33463838086
25.8139534883721,2615.26307651039
30.9767441860465,2486.52281189092
36.1395348837209,2483.99055100455
41.3023255813954,2574.94033660786
46.4651162790698,2658.07335653066
51.6279069767442,2656.08225819514
56.7906976744186,2698.01255132517
61.953488372093,2693.72180628579
67.1162790697674,2684.03166705839
72.2790697674419,2543.19376924311
77.4418604651163,2543.47940362874
82.6046511627907,2721.17614868268
87.7674418604651,2503.49404051856
92.9302325581395,2593.92935760701
98.093023255814,2598.81991456115
103.255813953488,2477.02745757717
108.418604651163,2461.79965960101
113.581395348837,2461.79965960101
118.744186046512,2444.35327243579
123.906976744186,2449.60659591691
129.06976744186,2454.45792925024
134.232558139535,2469.13351978815
139.395348837209,2469.13351978815
144.558139534884,2469.13351978815
149.720930232558,2469.13351978815
154.883720930233,2469.13351978815
160.046511627907,2465.33250357453
165.209302325581,2465.33250357453
170.372093023256,2465.33250357453
175.53488372093,2465.33250357453
180.697674418605,2465.33250357453
185.860465116279,2465.33250357453
191.023255813954,2465.33250357453
196.186046511628,2465.33250357453
201.348837209302,2461.60222384805
206.511627906977,2461.60222384805
211.674418604651,2461.60222384805
216.837209302326,2461.60222384805
222,2461.60222384805
