"rate","yield"
0,1992.0591799035
5.16279069767442,1992.0591799035
10.3255813953488,2014.04638943438
15.4883720930233,2579.23173671428
20.6511627906977,2635.21762764812
25.8139534883721,2620.38084050119
30.9767441860465,2467.41865749521
36.1395348837209,2466.67163412605
41.3023255813954,2603.72546474821
46.4651162790698,2668.90155507944
51.6279069767442,2667.97392441707
56.7906976744186,2724.74926304769
61.953488372093,2716.39596899522
67.1162790697674,2714.17593391484
72.2790697674419,2541.96410357108
77.4418604651163,2551.37890381116
82.6046511627907,2768.68954936684
87.7674418604651,2499.09599077236
92.9302325581395,2574.05370045445
98.093023255814,2574.8668678575
103.255813953488,2455.38604550163
108.418604651163,2448.58069893345
113.581395348837,2448.58069893345
118.744186046512,2431.01015691799
123.906976744186,2431.01015691799
129.06976744186,2440.40106578741
134.232558139535,2447.45426025676
139.395348837209,2447.45426025676
144.558139534884,2447.45426025676
149.720930232558,2447.45426025676
154.883720930233,2447.45426025676
160.046511627907,2445.27282806656
165.209302325581,2445.27282806656
170.372093023256,2445.27282806656
175.53488372093,2445.27282806656
180.697674418605,2445.27282806656
185.860465116279,2445.27282806656
191.023255813954,2445.27282806656
196.186046511628,2445.27282806656
201.348837209302,2442.2080132824
206.511627906977,2442.2080132824
211.674418604651,2442.2080132824
216.837209302326,2442.2080132824
222,2442.2080132824
