"rate","yield"
0,2032.17786327108
5.16279069767442,2032.17786327108
10.3255813953488,2060.92198766048
15.4883720930233,2546.78827929126
20.6511627906977,2635.5644614913
25.8139534883721,2629.41435024624
30.9767441860465,2522.86871874027
36.1395348837209,2522.386848722
41.3023255813954,2596.45935776758
46.4651162790698,2663.41451261449
51.6279069767442,2661.05999172201
56.7906976744186,2692.53786552868
61.953488372093,2698.97466173156
67.1162790697674,2698.97466173156
72.2790697674419,2579.0922382515
77.4418604651163,2576.66668641204
82.6046511627907,2708.38612976567
87.7674418604651,2541.98892525424
92.9302325581395,2588.01930586572
98.093023255814,2589.59816223059
103.255813953488,2506.12158929533
108.418604651163,2494.44244701326
113.581395348837,2494.44244701326
118.744186046512,2479.79546444291
123.906976744186,2481.78725391659
129.06976744186,2481.78725391659
134.232558139535,2489.97764693707
139.395348837209,2489.97764693707
144.558139534884,2489.97764693707
149.720930232558,2489.97764693707
154.883720930233,2489.97764693707
160.046511627907,2488.62645684184
165.209302325581,2488.62645684184
170.372093023256,2488.62645684184
175.53488372093,2488.62645684184
180.697674418605,2488.62645684184
185.860465116279,2488.62645684184
191.023255813954,2488.62645684184
196.186046511628,2488.62645684184
201.348837209302,2488.62645684184
206.511627906977,2488.62645684184
211.674418604651,2488.62645684184
216.837209302326,2488.62645684184
222,2488.62645684184
