"rate","yield"
0,2053.10243381114
5.16279069767442,2053.10243381114
10.3255813953488,2088.25149445438
15.4883720930233,2516.12366432196
20.6511627906977,2637.03326589141
25.8139534883721,2624.39144703833
30.9767441860465,2414.75177999477
36.1395348837209,2420.05965757013
41.3023255813954,2525.4376075012
46.4651162790698,2676.36901702451
51.6279069767442,2666.82987502615
56.7906976744186,2709.01005370537
61.953488372093,2728.11480132294
67.1162790697674,2728.11480132294
72.2790697674419,2506.40816515159
77.4418604651163,2509.05125042732
82.6046511627907,2749.64496926507
87.7674418604651,2473.97915669837
92.9302325581395,2551.33516167248
98.093023255814,2555.42309305817
103.255813953488,2413.03744174054
108.418604651163,2411.86315236415
113.581395348837,2411.86315236415
118.744186046512,2388.86374002306
123.906976744186,2391.22952949675
129.06976744186,2398.20689307191
134.232558139535,2407.88633150108
139.395348837209,2407.88633150108
144.558139534884,2407.88633150108
149.720930232558,2407.88633150108
154.883720930233,2407.88633150108
160.046511627907,2406.68156998679
165.209302325581,2406.68156998679
170.372093023256,2406.68156998679
175.53488372093,2406.68156998679
180.697674418605,2406.68156998679
185.860465116279,2406.68156998679
191.023255813954,2406.68156998679
196.186046511628,2406.68156998679
201.348837209302,2406.68156998679
206.511627906977,2406.68156998679
211.674418604651,2406.68156998679
216.837209302326,2406.68156998679
222,2406.68156998679
