"rate","yield"
0,2029.94958991724
5.16279069767442,2029.94958991724
10.3255813953488,2060.02292810055
15.4883720930233,2529.78339623919
20.6511627906977,2620.1701694267
25.8139534883721,2606.02348978521
30.9767441860465,2452.34510888713
36.1395348837209,2451.74326426008
41.3023255813954,2560.33526731836
46.4651162790698,2649.44511077294
51.6279069767442,2648.06317189107
56.7906976744186,2686.28749406854
61.953488372093,2693.14962082745
67.1162790697674,2684.96737776747
72.2790697674419,2526.04835305177
77.4418604651163,2524.39042501784
82.6046511627907,2717.32624343217
87.7674418604651,2467.00146846357
92.9302325581395,2532.89940978249
98.093023255814,2535.22462512172
103.255813953488,2409.97554571463
108.418604651163,2399.80066562808
113.581395348837,2399.80066562808
118.744186046512,2378.35008679747
123.906976744186,2383.60341027858
129.06976744186,2383.60341027858
134.232558139535,2397.19048497365
139.395348837209,2397.19048497365
144.558139534884,2397.19048497365
149.720930232558,2397.19048497365
154.883720930233,2397.19048497365
160.046511627907,2395.83929487841
165.209302325581,2395.83929487841
170.372093023256,2395.83929487841
175.53488372093,2395.83929487841
180.697674418605,2395.83929487841
185.860465116279,2395.83929487841
191.023255813954,2395.83929487841
196.186046511628,2395.83929487841
201.348837209302,2395.1738299361
206.511627906977,2395.1738299361
211.674418604651,2395.1738299361
216.837209302326,2395.1738299361
222,2395.1738299361
