"rate","yield"
0,2045.57128920272
5.16279069767442,2045.57128920272
10.3255813953488,2068.40296101887
15.4883720930233,2576.62778225617
20.6511627906977,2644.59519108936
25.8139534883721,2641.75572088279
30.9767441860465,2582.0074266503
36.1395348837209,2583.05829265499
41.3023255813954,2656.0929395293
46.4651162790698,2667.6323373134
51.6279069767442,2664.93161139406
56.7906976744186,2685.28118156543
61.953488372093,2687.10448720948
67.1162790697674,2687.92222807327
72.2790697674419,2612.27042694345
77.4418604651163,2617.31282572033
82.6046511627907,2709.18156655885
87.7674418604651,2578.32550878716
92.9302325581395,2590.31143184473
98.093023255814,2590.31143184473
103.255813953488,2532.26537191552
108.418604651163,2530.67235238041
113.581395348837,2530.67235238041
118.744186046512,2520.79114368656
123.906976744186,2522.78293316025
129.06976744186,2522.78293316025
134.232558139535,2525.59360028966
139.395348837209,2525.59360028966
144.558139534884,2525.59360028966
149.720930232558,2525.59360028966
154.883720930233,2525.59360028966
160.046511627907,2525.59360028966
165.209302325581,2525.59360028966
170.372093023256,2525.59360028966
175.53488372093,2525.59360028966
180.697674418605,2525.59360028966
185.860465116279,2525.59360028966
191.023255813954,2525.59360028966
196.186046511628,2525.59360028966
201.348837209302,2525.59360028966
206.511627906977,2525.59360028966
211.674418604651,2525.59360028966
216.837209302326,2525.59360028966
222,2525.59360028966
