"rate","yield"
0,1996.90488863388
5.16279069767442,1996.90488863388
10.3255813953488,2035.68107821751
15.4883720930233,2532.46014242461
20.6511627906977,2614.9633310188
25.8139534883721,2606.61144873494
30.9767441860465,2510.06176235791
36.1395348837209,2505.94544451545
41.3023255813954,2587.54399762363
46.4651162790698,2653.41339406661
51.6279069767442,2650.08672430512
56.7906976744186,2693.72320947081
61.953488372093,2688.29503942727
67.1162790697674,2688.29503942727
72.2790697674419,2578.0500729462
77.4418604651163,2572.46883867845
82.6046511627907,2719.81055140893
87.7674418604651,2550.25677124737
92.9302325581395,2625.60034503258
98.093023255814,2629.74454301236
103.255813953488,2537.97700260017
108.418604651163,2521.42534115258
113.581395348837,2521.42534115258
118.744186046512,2506.78744078477
123.906976744186,2506.78744078477
129.06976744186,2511.6387741181
134.232558139535,2523.51943049346
139.395348837209,2523.51943049346
144.558139534884,2523.51943049346
149.720930232558,2523.51943049346
154.883720930233,2523.51943049346
160.046511627907,2518.18358165992
165.209302325581,2518.18358165992
170.372093023256,2518.18358165992
175.53488372093,2518.18358165992
180.697674418605,2518.18358165992
185.860465116279,2518.18358165992
191.023255813954,2518.18358165992
196.186046511628,2518.18358165992
201.348837209302,2518.18358165992
206.511627906977,2518.18358165992
211.674418604651,2518.18358165992
216.837209302326,2518.18358165992
222,2518.18358165992
