"rate","yield"
0,2004.04652626468
5.16279069767442,2004.04652626468
10.3255813953488,2042.47042629364
15.4883720930233,2545.45545673081
20.6511627906977,2625.83865908308
25.8139534883721,2617.593881426
30.9767441860465,2518.19265874065
36.1395348837209,2515.25161125486
41.3023255813954,2594.01126041788
46.4651162790698,2660.96945544437
51.6279069767442,2655.53091390728
56.7906976744186,2697.53738683888
61.953488372093,2691.6264283338
67.1162790697674,2691.6264283338
72.2790697674419,2581.38146185272
77.4418604651163,2575.80022758497
82.6046511627907,2723.14194031546
87.7674418604651,2554.12061774597
92.9302325581395,2628.5305263728
98.093023255814,2632.67472435258
103.255813953488,2544.63789822611
108.418604651163,2528.08623677852
113.581395348837,2528.08623677852
118.744186046512,2513.44833641071
123.906976744186,2513.44833641071
129.06976744186,2518.29966974404
134.232558139535,2530.1803261194
139.395348837209,2530.1803261194
144.558139534884,2530.1803261194
149.720930232558,2530.1803261194
154.883720930233,2530.1803261194
160.046511627907,2525.32339885449
165.209302325581,2525.32339885449
170.372093023256,2525.32339885449
175.53488372093,2525.32339885449
180.697674418605,2525.32339885449
185.860465116279,2525.32339885449
191.023255813954,2525.32339885449
196.186046511628,2525.32339885449
201.348837209302,2525.32339885449
206.511627906977,2525.32339885449
211.674418604651,2525.32339885449
216.837209302326,2525.32339885449
222,2525.32339885449
