"rate","yield"
0,2018.57327248327
5.16279069767442,2018.57327248327
10.3255813953488,2031.35776472743
15.4883720930233,2573.83344045639
20.6511627906977,2631.7273273561
25.8139534883721,2628.59871660787
30.9767441860465,2545.78654993533
36.1395348837209,2544.79413455434
41.3023255813954,2624.30051381653
46.4651162790698,2659.49695779271
51.6279069767442,2658.59122065301
56.7906976744186,2683.36187953359
61.953488372093,2690.22727779512
67.1162790697674,2691.74501865891
72.2790697674419,2588.62347827382
77.4418604651163,2586.19792643435
82.6046511627907,2708.10405339576
87.7674418604651,2545.43543034786
92.9302325581395,2568.52155229927
98.093023255814,2569.47385999158
103.255813953488,2494.28538075848
108.418604651163,2492.58297596138
113.581395348837,2492.58297596138
118.744186046512,2479.70488190414
123.906976744186,2481.69667137783
129.06976744186,2481.69667137783
134.232558139535,2487.29254154926
139.395348837209,2487.29254154926
144.558139534884,2487.29254154926
149.720930232558,2487.29254154926
154.883720930233,2487.29254154926
160.046511627907,2487.29254154926
165.209302325581,2487.29254154926
170.372093023256,2487.29254154926
175.53488372093,2487.29254154926
180.697674418605,2487.29254154926
185.860465116279,2487.29254154926
191.023255813954,2487.29254154926
196.186046511628,2487.29254154926
201.348837209302,2487.29254154926
206.511627906977,2487.29254154926
211.674418604651,2487.29254154926
216.837209302326,2487.29254154926
222,2487.29254154926
